player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Evan Wallace,159133,WR,MAINE,8,1,0,0,0.0,0,0,-8,0,0,0,3,0.0,0,0,212,0,0,65.6,51.1,82.5,58.0,,50.8,57.7,60.6,-8,0,18,2,79,69,0,0,6,3,0,-8,3,3.0,-8.0,0.23,0
Anthony Taylor,210056,WR,TENN STATE,6,1,0,0,0.0,0,0,8,0,0,0,3,0.0,0,0,308,0,0,54.6,53.8,82.1,,,54.5,63.5,37.2,8,0,63,7,67,27,0,0,9,8,0,8,3,3.0,8.0,0.94,0
Logan Gonzalez,159065,QB,IDAHO ST,1,1,1,0,0.0,0,0,3,0,0,1,4,400.0,0,0,186,0,1,64.8,72.0,71.2,63.9,,,63.4,60.0,3,0,0,0,0,9,0,0,0,1,0,3,4,4.0,3.0,,0
Damien Morgan,186190,WR,IDAHO ST,9,1,0,0,0.0,0,0,-1,2,1,0,1,2.9,0,0,186,0,1,72.8,56.7,86.5,,74.2,58.1,59.7,42.0,-1,0,390,34,323,178,0,0,60,35,0,-1,1,1.0,-1.0,1.21,0
Colby Bernier,186195,P,CENT CT ST,1,1,0,0,,0,0,0,0,0,0,0,0.0,0,0,133,1,0,,60.0,70.3,,,,60.0,,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,,0
Jaylen Lynch,159064,WR,PORTLAND,9,1,1,1,100.0,15,0,15,0,2,1,0,0.0,1,1,269,0,1,70.1,56.8,86.1,,60.9,55.4,63.3,61.9,15,0,180,16,185,137,0,0,27,17,0,15,0,0.0,15.0,0.97,0
Isaiah Scott,185945,WR,WOFFORD,9,1,0,0,,0,0,0,1,7,0,3,77.8,0,0,350,0,1,58.9,69.2,56.0,,,69.1,57.8,69.1,0,1,393,26,226,161,0,0,42,27,0,0,3,3.0,0.0,1.74,0
Devin Hester Jr.,185849,WR,FURMAN,9,1,0,0,0.0,0,0,6,1,1,0,0,0.0,0,0,170,1,0,48.6,62.5,20.9,,,62.6,63.4,63.5,6,2,311,23,204,135,0,0,39,24,0,6,0,0.0,6.0,1.52,0
Joseph Sopiarz,159404,LS,INDIANA ST,1,1,0,0,,0,0,0,0,0,0,0,0.0,0,0,191,1,0,,60.0,60.0,,,,60.0,,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,,0
Shane Carr,186353,WR,SO UTAH,8,1,0,0,0.0,0,0,2,5,4,0,1,13.8,0,0,298,0,0,71.5,71.0,85.4,,61.1,70.2,,68.0,2,0,421,28,210,182,0,0,57,29,0,2,1,1.0,2.0,2.0,0
Reilly Mason,186543,P,W GEORGIA,1,1,0,0,0.0,0,0,2,0,0,0,0,0.0,0,0,1177,0,0,62.5,56.2,70.3,,,,57.7,,2,0,0,0,0,1,0,0,0,1,0,2,0,0.0,2.0,,0
Marshall Howe,158696,QB,YALE,1,1,2,0,0.0,0,0,0,0,0,0,,100.0,0,0,352,0,0,64.6,55.5,71.4,58.0,,,57.3,60.0,5,0,0,0,0,7,5,1,0,0,0,5,12,12.0,5.0,,0
Joe Kerbacher,186634,WR,MERCYHURST,9,1,0,0,0.0,0,0,-2,0,2,0,1,10.0,0,0,977,0,0,78.2,63.1,0.0,37.5,,65.5,59.7,69.3,-2,2,176,19,140,27,0,0,24,20,0,-2,1,1.0,-2.0,1.26,1
DaJon Harrison,158617,WR,UTAHTC,4,1,0,0,0.0,0,0,-2,0,1,0,0,0.0,0,0,1285,0,1,68.2,66.3,80.1,,,66.8,57.7,62.0,-2,0,87,7,48,51,0,0,10,8,0,-2,0,0.0,-2.0,1.81,0
Donovan Wadley,159476,WR,CENT CT ST,7,1,0,0,0.0,0,1,4,2,0,0,0,0.0,0,0,133,0,1,73.4,61.1,0.0,,,62.9,58.3,59.0,4,3,247,11,112,97,0,0,22,12,0,4,0,0.0,4.0,2.21,0
Damien Mazil,159562,WR,WAGNER,9,1,0,0,0.0,0,0,12,0,0,0,3,0.0,1,1,338,0,1,64.3,55.9,81.8,,,53.6,63.1,62.4,12,0,6,1,59,69,0,0,2,2,0,12,3,3.0,12.0,0.1,0
Anthony Budak,188093,QB,MERCYHURST,1,1,0,0,0.0,0,0,4,0,0,0,1,0.0,0,1,977,0,0,62.5,60.0,60.0,,,,60.0,,4,0,0,0,0,1,0,0,0,1,0,4,1,1.0,4.0,,0
Mark Hawkins Jr.,188101,S,MERCYHURST,1,1,0,0,0.0,0,0,3,0,0,0,1,0.0,0,0,977,0,0,62.5,55.4,64.9,,,,57.7,,3,0,0,0,0,1,0,0,0,1,0,3,1,1.0,3.0,,0
Nathaniel Wallace-Dilling,188216,P,TXGV,3,1,0,0,0.0,0,0,-4,0,0,0,2,0.0,0,0,1445,0,0,62.5,57.9,75.6,,,,60.0,59.6,-4,0,0,0,0,3,0,0,0,1,0,-4,2,2.0,-4.0,,0
Fresh Walters,157978,WR,YNGTOWN ST,8,1,0,0,0.0,0,0,-3,1,1,0,1,14.3,0,0,353,0,0,68.3,52.4,81.8,58.9,,51.8,57.7,72.8,-3,0,44,6,100,36,0,0,12,7,0,-3,1,1.0,-3.0,0.44,0
Alex Ginnever,159606,TE,E ILLINOIS,9,1,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,158,0,0,67.4,51.5,84.1,,34.5,56.4,58.9,51.7,-1,0,48,6,94,174,0,0,11,7,0,-1,0,0.0,-1.0,0.51,0
Josh Gary,159715,WR,BUCKNELL,9,1,0,0,0.0,0,0,6,2,7,0,4,116.7,0,0,125,0,0,71.7,63.6,61.3,60.0,,63.0,57.5,72.6,6,2,241,23,284,182,0,0,35,24,0,6,4,4.0,6.0,0.85,0
Antonio Butts Jr.,188553,LB,MERCER,3,1,0,0,0.0,0,0,1,0,0,0,0,0.0,0,1,219,0,1,62.5,68.6,72.1,,,59.9,62.8,63.2,1,0,0,0,1,6,0,0,0,1,1,1,0,0.0,1.0,0.0,0
Matt Schearer,159737,K,BUCKNELL,2,1,0,0,0.0,0,0,2,0,0,0,2,0.0,0,0,125,0,0,63.7,54.7,69.8,60.6,,,57.7,,2,0,0,0,0,1,0,0,0,1,0,2,2,2.0,2.0,,0
Elijah Steward,159749,WR,LAFAYETTE,8,1,0,0,0.0,0,0,10,1,12,0,5,162.2,1,1,203,0,1,72.9,74.3,55.4,,,75.0,62.9,57.1,10,1,527,36,226,189,0,0,64,37,0,10,5,5.0,10.0,2.33,0
Josh Rillos,188651,WR,UTAHTC,9,1,1,0,0.0,0,1,2,3,3,1,3,85.7,0,0,1285,0,1,69.5,53.6,52.4,,,52.8,57.5,66.8,2,1,198,13,217,141,0,0,32,14,0,2,3,3.0,2.0,0.91,0
Jackson Marshall,156815,LB,GARD-WEBB,2,1,0,1,100.0,34,0,34,0,0,0,5,0.0,1,1,171,0,1,65.5,64.7,60.0,,,,63.5,,34,2,0,0,0,2,0,0,0,1,0,34,5,5.0,34.0,,0
Max Pelham,185547,P,S DAK ST,2,1,0,0,0.0,0,0,-11,0,0,0,0,0.0,0,0,292,1,0,9.1,49.4,73.6,75.4,,,60.0,,-11,0,0,0,0,1,0,0,0,1,0,-11,0,0.0,-11.0,,0
Grayson Thomas,188960,HB,DAYTON,1,1,0,0,0.0,0,0,3,0,0,0,1,0.0,0,1,150,0,1,62.5,64.6,63.8,,,,62.7,,3,0,0,0,0,1,0,0,0,1,0,3,1,1.0,3.0,,0
Travion Solomon,159834,WR,MERCER,9,1,0,0,0.0,0,0,11,0,2,0,5,125.0,1,1,219,0,0,66.7,59.3,82.4,,61.1,60.8,,46.9,11,0,77,7,74,68,0,0,12,8,0,11,5,5.0,11.0,1.04,0
Demetrion Duvall,189003,P,ALCORN ST,1,1,0,0,,0,0,0,0,0,0,0,0.0,0,0,107,0,1,62.5,55.3,70.3,,,,57.2,,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,,0
Brenton Toles III,189017,QB,HAMPTON,1,1,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,178,0,1,64.8,41.2,68.6,42.1,,,58.0,60.0,1,0,0,0,0,3,0,0,0,1,0,1,0,0.0,1.0,,0
Caden Burti,156807,WR,ALBANY,6,1,0,0,0.0,0,0,-4,3,1,0,0,0.0,0,0,106,0,1,36.0,61.5,84.9,60.0,,61.5,58.1,71.0,-4,0,315,20,204,99,0,0,43,21,0,-4,0,0.0,-4.0,1.54,0
Amari Jones,156543,QB,BETH COOK,2,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,119,0,0,60.3,53.1,65.5,,,,57.0,60.0,3,0,0,0,0,1,3,1,0,0,0,3,0,0.0,3.0,,0
Landon DePrima,189186,WR,PRINCETON,4,1,0,0,0.0,0,0,0,0,0,0,,0.0,0,0,272,0,0,62.4,57.0,78.7,,,55.2,57.3,75.6,6,0,8,1,30,34,6,1,2,1,0,6,0,0.0,6.0,0.27,0
Isaac McLellan,159985,TE,W CAROLINA,2,1,0,1,100.0,22,0,22,0,0,0,2,0.0,1,1,344,0,1,64.8,51.7,69.0,,,59.8,62.3,44.0,22,0,0,0,1,8,0,0,0,1,0,22,2,2.0,22.0,0.0,0
Marko Dubak,172856,K,MS VLY ST,4,1,0,0,,0,0,0,0,0,0,0,0.0,0,0,228,1,0,,60.5,76.7,,60.9,,60.0,60.0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.0,0.0,,0
Mehki Wall,156261,WR,NC CENT,9,1,0,0,0.0,0,0,10,1,4,0,10,222.2,1,1,247,0,0,79.4,65.7,83.1,49.9,,65.5,,68.1,10,0,331,17,183,83,0,0,28,18,0,10,10,10.0,10.0,1.81,0
Sam Martin,156180,CB,WAGNER,4,1,0,0,0.0,0,0,3,0,0,0,3,0.0,0,0,338,0,1,71.3,58.9,76.3,,,,59.4,60.0,3,3,0,0,0,5,0,0,0,1,0,3,3,3.0,3.0,,0
Mike Ryan,185350,K,MERRIMACK,2,1,2,1,100.0,21,0,21,0,0,2,19,3.8e3,1,1,385,0,0,63.7,68.4,73.6,54.4,,,68.0,,21,0,0,0,0,1,0,0,0,1,0,21,19,19.0,21.0,,0
Stephon Patrick,185347,WR,MERRIMACK,9,1,0,0,0.0,0,0,7,1,0,0,5,0.0,0,0,385,0,0,66.0,55.7,20.5,,,54.7,63.2,62.4,7,1,17,2,57,101,0,0,7,3,0,7,5,5.0,7.0,0.3,0
Nikao Smith,210025,QB,STETSON,1,1,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,302,0,0,,60.0,63.6,,,,,60.0,-1,0,0,0,0,1,0,0,0,1,0,-1,0,0.0,-1.0,,0
Luke Colella,155372,WR,VILLANOVA,8,1,0,1,100.0,15,0,15,5,6,0,3,38.3,1,1,334,0,0,73.8,82.5,54.9,,,83.7,69.4,56.1,15,3,744,46,209,171,0,0,69,47,0,15,3,3.0,15.0,3.56,0
Austin Samaha,160050,TE,INCAR WORD,8,1,0,0,0.0,0,0,1,0,0,0,1,0.0,0,1,189,0,0,62.5,55.5,79.1,,72.9,49.0,62.4,58.2,1,0,0,0,21,36,0,0,1,1,1,1,1,1.0,1.0,0.0,0
Aidan Quinn,154686,TE,S ILLINOIS,9,1,0,1,100.0,28,0,28,0,3,0,2,75.0,1,1,295,1,0,21.6,56.6,86.3,,58.0,50.5,62.7,62.2,28,0,96,7,119,211,0,0,10,8,0,28,2,2.0,28.0,0.81,0
Robert Giaimo,154204,HB,LNDNWD,1,1,1,0,0.0,0,0,9,0,0,1,5,500.0,0,0,949,1,0,11.1,41.0,63.5,,,,48.2,,9,0,0,0,0,1,0,0,0,1,0,9,5,5.0,9.0,,1
Darrin Fugitt,154203,TE,LNDNWD,9,1,0,0,0.0,0,1,-2,1,3,0,4,44.4,0,0,949,0,1,71.6,62.1,70.9,,64.3,66.3,59.7,50.2,-2,2,265,26,214,250,0,0,40,27,0,-2,4,4.0,-2.0,1.24,0
Halim Hardnett,210091,WR,VA MILT IN,5,1,0,0,0.0,0,0,-5,0,0,0,1,0.0,0,0,336,0,1,62.5,52.4,75.8,,,52.3,59.7,60.7,-5,0,0,0,20,16,0,0,3,1,0,-5,1,1.0,-5.0,0.0,0
Ernest Campbell,191252,WR,SACRAMENTO,6,1,0,0,0.0,0,0,11,0,0,0,0,0.0,1,1,279,0,0,70.6,84.2,81.4,,,85.9,63.5,56.3,11,0,375,16,90,85,0,0,25,17,0,11,0,0.0,11.0,4.17,0
Amonte Jones,160398,WR,NC A&T,8,1,0,0,0.0,0,1,-5,2,6,0,0,0.0,0,0,246,0,0,76.1,60.7,48.1,,53.4,62.5,57.5,49.4,-5,2,296,22,209,113,0,0,39,23,0,-5,0,0.0,-5.0,1.42,0
Jared Echols,185142,QB,CHARLES SO,2,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,135,0,0,63.8,57.8,69.1,62.6,,,57.0,60.0,3,0,0,0,0,2,3,1,0,0,0,3,1,1.0,3.0,,0
Josiah Lamarque,191396,WR,CAL POLY,1,1,1,0,0.0,0,0,6,0,0,1,4,200.0,0,1,129,0,1,65.7,61.7,73.9,,,59.0,62.9,60.6,6,0,9,1,13,13,0,0,4,2,0,6,4,4.0,6.0,0.69,0
Misa Paiau,191405,LB,CAL POLY,1,1,0,0,0.0,0,0,1,0,0,0,1,0.0,0,1,129,0,1,64.3,71.1,64.5,,,79.8,62.8,,1,0,1,1,1,1,0,0,1,2,1,1,1,1.0,1.0,1.0,0
Jamil Bishop,185136,WR,CHARLES SO,8,1,0,0,0.0,0,0,-4,1,1,0,1,4.5,0,0,135,1,0,40.7,64.6,38.2,,63.9,65.8,59.6,56.0,-4,2,297,21,145,107,0,0,31,22,0,-4,1,1.0,-4.0,2.05,0
T.J. Lockley,151048,WR,W GEORGIA,4,1,0,0,0.0,0,0,-4,0,1,0,1,16.7,0,0,1177,0,1,68.3,62.9,79.1,,,62.8,59.6,60.9,-4,0,98,5,56,31,0,0,11,6,0,-4,1,1.0,-4.0,1.75,0
Elijah Kennedy,160411,WR,NC A&T,8,1,0,0,0.0,0,0,11,1,2,0,6,66.7,1,1,246,0,0,82.0,56.3,82.5,,,57.0,64.0,41.1,11,1,170,17,175,73,0,0,29,18,0,11,6,6.0,11.0,0.97,0
Luke Sprague,108964,QB,SACRAMENTO,1,1,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,279,0,0,62.5,60.0,63.6,,,,60.0,,-1,0,0,0,0,1,0,0,0,1,0,-1,0,0.0,-1.0,,0
Jabez Woods,191492,WR,MONTANA ST,9,1,1,0,0.0,0,0,13,0,4,1,0,0.0,1,1,233,0,1,73.3,73.5,81.0,,,72.2,62.7,59.0,13,0,268,16,121,34,0,0,20,17,0,13,0,0.0,13.0,2.21,0
Jermaine Johnson,102949,WR,DUQUESNE,9,1,0,0,0.0,0,0,-18,2,5,0,1,35.7,0,0,155,0,0,71.1,57.9,84.7,,,56.4,64.2,62.7,-18,1,179,13,169,131,0,0,28,14,0,-18,1,1.0,-18.0,1.06,0
Molayo Irefin,191608,WR,MAINE,8,1,0,0,0.0,0,0,1,7,1,0,0,0.0,0,1,212,1,0,33.9,59.7,85.9,,,58.3,62.3,65.0,1,1,314,26,231,198,0,0,58,27,1,1,0,0.0,1.0,1.36,0
Cade Callahan,191616,TE,MERRIMACK,9,1,1,0,0.0,0,0,9,4,1,1,10,117.6,0,0,385,0,0,70.3,61.4,41.0,,48.9,71.8,63.2,51.2,9,3,222,16,105,175,0,0,25,17,0,9,10,10.0,9.0,2.11,0
Frankie Weaver,191675,QB,MONMOUTH,2,1,0,0,0.0,0,0,-13,0,0,0,0,0.0,0,0,231,2,0,37.1,42.5,80.1,39.3,,,,60.1,-13,0,0,0,0,93,0,0,0,1,0,-13,0,0.0,-13.0,,0
Carter Boyd,191701,P,WM & MARY,1,1,0,0,0.0,0,0,-11,0,0,0,0,0.0,0,0,348,1,0,16.9,46.8,70.3,,,,51.0,,-11,0,0,0,0,1,0,0,0,1,0,-11,0,0.0,-11.0,,0
Chandler Kirton,149107,C,AUSTINPEAY,8,1,0,0,0.0,0,0,1,0,0,0,1,0.0,0,1,116,0,0,62.5,66.0,43.0,,83.8,,62.4,60.3,1,4,0,0,0,220,0,0,0,1,1,1,1,1.0,1.0,,0
Sam Kaiser,191753,QB,HARVARD,1,1,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,179,0,0,62.5,60.6,68.6,,,,60.0,60.0,-2,0,0,0,0,6,0,0,0,1,0,-2,0,0.0,-2.0,,0
Breylin Smith,160547,WR,HOWARD,9,1,1,0,0.0,0,0,3,3,3,1,1,14.3,0,0,184,0,1,76.1,59.6,84.3,,54.4,59.3,57.5,62.1,3,1,226,27,216,139,0,0,42,28,0,3,1,1.0,3.0,1.05,0
Randy Reece,183254,WR,TXAMCO,8,1,0,0,0.0,0,0,6,1,0,0,5,0.0,0,0,1139,0,0,16.9,59.5,0.0,,,58.7,63.5,63.4,6,1,44,4,56,45,0,0,7,5,0,6,5,5.0,6.0,0.79,0
Ebenezer McCarthy,160912,TE,VA MILT IN,4,1,0,0,0.0,0,0,7,0,0,0,0,0.0,0,0,336,0,1,64.3,59.2,78.0,,74.5,50.4,63.6,67.8,7,0,9,1,33,27,0,0,4,2,0,7,0,0.0,7.0,0.27,0
Scott Woods,148888,WR,MAINE,8,1,0,0,0.0,0,0,-2,2,4,0,1,9.8,0,0,212,0,1,80.4,80.7,84.0,,,80.8,57.5,70.4,-2,0,462,40,202,133,0,0,57,41,0,-2,1,1.0,-2.0,2.29,0
Preston Welch,191957,QB,NICHOLLS,1,1,0,0,0.0,0,0,12,0,0,0,2,0.0,1,1,243,0,0,62.5,70.0,68.6,,,,64.0,60.0,12,0,0,0,0,6,0,0,0,1,0,12,2,2.0,12.0,,0
Jack Sulik,191977,QB,N DAKOTA,2,1,0,0,0.0,0,0,4,0,0,0,1,0.0,0,0,249,1,0,64.8,56.2,70.4,56.0,,,59.5,60.0,4,0,0,0,0,8,0,0,0,1,0,4,1,1.0,4.0,,1
Cameron Glenn,209032,WR,TXGV,9,1,1,1,100.0,32,0,32,1,2,1,11,412.5,1,1,1445,0,0,67.8,72.3,80.0,,,69.8,69.1,60.4,32,0,74,7,51,66,0,0,10,8,0,32,11,11.0,32.0,1.45,1
Zayden Davis,182706,WR,WAGNER,5,1,1,0,0.0,0,0,2,0,0,1,6,300.0,0,0,338,0,0,64.3,50.6,79.5,,,51.2,59.6,50.6,2,0,2,1,40,44,0,0,1,2,0,2,6,6.0,2.0,0.05,1
Lamere Byrd,161214,WR,DUQUESNE,5,1,0,0,0.0,0,0,-5,0,0,0,0,0.0,0,0,155,0,0,73.2,55.6,74.1,,,59.9,60.0,60.7,-5,0,0,0,1,22,0,0,0,1,0,-5,0,0.0,-5.0,0.0,0
Jack Smith,192043,WR,S DAK ST,9,1,0,0,0.0,0,0,9,3,3,0,15,250.0,0,1,292,0,0,72.5,63.5,41.0,,61.0,60.0,,88.9,9,1,229,17,153,115,0,0,26,18,0,9,15,15.0,9.0,1.5,0
Michael Berarducci,148555,P,DUQUESNE,1,1,1,0,0.0,0,0,-4,0,0,1,-1,-100.0,0,0,155,0,0,62.5,56.2,70.3,,,,57.7,,-4,0,0,0,0,1,0,0,0,1,0,-4,-1,-1.0,-4.0,,0
Josh Williams,192117,WR,CHATTNOOGA,9,1,0,0,0.0,0,1,-1,3,2,0,1,8.0,0,0,137,0,1,73.4,67.9,51.3,,60.9,68.3,59.7,63.2,-1,1,323,24,156,173,0,0,39,25,0,-1,1,1.0,-1.0,2.07,0
Kylan Galbreath,161505,HB,MURRAY ST,4,1,0,0,0.0,0,0,2,0,0,0,3,0.0,0,0,236,0,1,65.3,55.1,75.7,,,55.0,59.6,61.4,2,0,22,2,17,14,0,0,3,3,0,2,3,3.0,2.0,1.29,0
Mariano Birdno,192186,TE,STTHOM,3,1,0,0,0.0,0,0,4,1,0,0,2,0.0,0,1,1129,0,0,67.0,62.4,81.1,,69.5,62.9,62.3,55.5,4,0,74,4,53,93,0,0,9,5,0,4,2,2.0,4.0,1.4,0
Ty Pezza,161845,WR,BROWN,7,1,0,0,,0,0,0,3,3,0,0,0.0,0,0,123,0,1,72.6,75.6,49.2,,,76.8,58.9,57.6,0,1,445,33,178,119,0,0,39,34,0,0,0,0.0,0.0,2.5,0
Andrew Piercy,148491,K,WM & MARY,2,1,0,0,0.0,0,0,-11,0,0,0,1,0.0,0,0,348,0,0,63.7,40.6,0.0,59.4,,,60.0,,-11,1,0,0,0,1,0,0,0,1,0,-11,1,1.0,-11.0,,0
Brandon Bowman,179613,K,NC CENT,1,1,0,0,0.0,0,0,-15,0,0,0,0,0.0,0,0,247,1,0,7.8,60.0,70.3,,,,60.0,,-15,0,0,0,0,1,0,0,0,1,0,-15,0,0.0,-15.0,,0
JoJo Crump,192226,QB,VA MILT IN,1,1,0,0,0.0,0,0,3,0,0,0,1,0.0,0,0,336,0,0,64.8,42.3,69.5,43.9,,,57.5,60.0,3,0,0,0,0,5,0,0,0,1,0,3,1,1.0,3.0,,1
Noah Grevious,192231,WR,VA MILT IN,9,1,0,1,100.0,78,1,78,3,4,0,0,0.0,1,1,336,0,0,80.9,73.9,85.0,,,74.6,70.1,50.7,78,1,576,41,310,177,0,0,64,42,1,78,0,0.0,78.0,1.86,1
Kam Johnson,192237,HB,VA MILT IN,1,1,0,0,,0,0,0,0,0,0,0,0.0,0,0,336,0,0,62.5,59.0,66.8,,70.8,60.0,59.6,60.0,0,0,0,0,1,2,0,0,0,1,0,0,0,0.0,0.0,0.0,1
Enda Kirby,148433,K,STNY BROOK,1,1,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,303,0,0,62.5,60.0,60.0,,,,60.0,,-2,0,0,0,0,1,0,0,0,1,0,-2,0,0.0,-2.0,,0
Camryn Davis,192352,WR,NWSTATE,8,1,0,0,0.0,0,0,-9,0,3,0,0,0.0,0,0,257,0,0,69.2,54.3,80.7,,,57.1,54.5,44.4,-9,0,63,8,93,53,0,0,16,9,0,-9,0,0.0,-9.0,0.68,0
Owen Laughlin,148413,LB,RICHMOND,1,1,0,0,0.0,0,0,4,0,0,0,3,0.0,0,0,276,0,0,62.5,56.2,60.0,,,,57.7,,4,0,0,0,0,1,0,0,0,1,0,4,3,3.0,4.0,,0
Max Tomczak,148297,WR,YNGTOWN ST,8,1,1,0,0.0,0,0,7,0,4,1,2,21.7,0,0,353,0,1,80.8,83.0,88.0,,63.0,83.9,63.1,57.6,7,0,617,45,298,193,0,0,66,46,0,7,2,2.0,7.0,2.07,0
Ajai Harrell,172838,WR,ALABAMA ST,7,1,0,0,0.0,0,0,3,1,4,0,4,88.9,0,1,105,0,0,74.1,70.3,83.4,,,68.1,63.3,71.7,3,0,344,17,153,134,0,0,26,18,0,3,4,4.0,3.0,2.25,0
Paul Geelen,162050,K,S ILLINOIS,2,1,0,1,100.0,29,0,29,0,0,0,1,0.0,1,1,295,0,0,62.5,57.8,73.2,,,,60.0,60.3,29,0,0,0,0,3,0,0,0,1,0,29,1,1.0,29.0,,0
Jimmy Kibble,162144,WR,GEORGETOWN,9,1,0,0,0.0,0,0,5,7,10,0,0,0.0,0,0,172,0,1,74.0,76.6,62.9,,,78.3,57.9,53.9,5,1,813,47,299,216,0,0,79,48,0,5,0,0.0,5.0,2.72,0
Zach Mehmert,171474,TE,N IOWA,8,1,0,0,0.0,0,0,1,1,0,0,0,0.0,0,0,255,0,0,66.5,38.9,46.8,,77.3,46.2,58.5,41.5,1,1,24,4,40,129,0,0,5,5,0,1,0,0.0,1.0,0.6,1
Jeremiah Colclough,171698,WR,WAGNER,9,1,0,0,0.0,0,0,7,3,5,0,0,0.0,0,0,338,0,0,72.1,64.4,54.0,,,64.6,63.2,59.1,7,1,247,30,195,189,0,0,49,31,0,7,0,0.0,7.0,1.27,0
Daniel Sobkowicz,148032,WR,ILL STATE,6,1,0,0,0.0,0,0,0,2,4,0,,10.5,0,1,188,0,0,73.0,88.5,86.1,87.7,,88.1,56.4,66.3,2,0,566,38,188,181,2,1,61,38,1,2,0,0.0,2.0,3.01,0
Maleek Huggins,147957,WR,BETH COOK,9,1,0,1,100.0,19,0,19,2,7,0,4,60.9,1,1,119,0,1,79.7,76.5,88.1,,,76.1,63.4,65.2,19,0,657,45,275,257,0,0,74,46,0,19,4,4.0,19.0,2.39,0
Elijah McDonald,178537,HB,ARKAPB,2,1,1,0,0.0,0,0,3,0,0,1,5,500.0,0,1,112,0,0,62.5,66.2,68.8,,,57.3,63.3,60.0,3,0,0,0,2,2,0,0,0,1,0,3,5,5.0,3.0,0.0,1
Michael Johnson,147784,HB,SACRAMENTO,1,1,0,0,0.0,0,0,5,0,0,0,2,0.0,0,1,279,0,1,64.8,65.2,69.2,,70.8,,62.6,59.2,5,0,0,0,0,3,0,0,0,1,0,5,2,2.0,5.0,,0
Kenny Pham,178498,P,SOUTHERN U,1,1,0,0,0.0,0,0,-13,0,0,0,0,0.0,0,0,297,1,0,11.1,60.0,70.3,,,,60.0,,-13,0,0,0,0,1,0,0,0,1,0,-13,0,0.0,-13.0,,0
Noah Kjar,192658,WR,WEBER ST,3,1,0,0,0.0,0,1,6,0,0,0,-3,0.0,0,0,342,0,0,70.1,63.7,79.5,,,61.4,63.5,60.4,6,1,48,3,38,40,0,0,9,4,0,6,-3,-3.0,6.0,1.26,0
Tyler Macon,146873,WR,ALCORN ST,2,1,0,0,0.0,0,0,2,1,1,0,2,40.0,0,0,107,0,1,66.5,62.5,0.0,,,65.7,57.6,60.5,2,1,38,4,24,11,0,0,7,5,0,2,2,2.0,2.0,1.58,0
Devin Paige,172059,WR,LAFAYETTE,8,1,0,0,0.0,0,0,2,0,1,0,2,40.0,0,0,203,0,1,76.3,66.4,77.1,,,64.7,56.7,81.2,2,0,26,4,21,38,0,0,6,5,0,2,2,2.0,2.0,1.24,0
Grant Jones,192684,WR,ABILENE CH,6,1,0,0,0.0,0,0,1,0,0,0,0,0.0,0,1,100,0,0,64.3,59.8,78.2,,,54.5,63.2,75.2,1,0,7,1,16,28,0,0,2,2,1,1,0,0.0,1.0,0.44,0
Sterling Anderson,192729,WR,BRYANT,3,1,0,0,0.0,0,0,1,0,0,0,1,0.0,0,0,124,0,0,64.3,55.3,74.3,,,56.9,59.6,56.6,1,0,2,1,6,5,0,0,2,2,0,1,1,1.0,1.0,0.33,0
Pops Battle,192799,QB,LNDNWD,3,1,1,0,0.0,0,0,0,0,0,0,,100.0,0,0,949,0,0,63.8,27.1,69.8,27.4,,,56.3,60.0,2,0,0,0,0,4,2,1,0,0,0,2,10,10.0,2.0,,0
Raiden Brown,178258,WR,IDAHO ST,5,1,0,0,0.0,0,0,4,0,1,0,1,12.5,0,0,186,0,1,67.8,63.9,83.3,,,64.1,57.9,61.4,4,0,116,7,59,41,0,0,9,8,0,4,1,1.0,4.0,1.97,0
Christian Banks,162831,QB,DELWARE ST,2,1,0,0,0.0,0,0,6,0,0,0,4,0.0,0,0,152,0,0,62.5,56.2,68.6,,,,58.2,60.0,6,0,0,0,0,5,0,0,0,1,0,6,4,4.0,6.0,,1
Raeden Oliver,162912,QB,MORGAN ST,2,1,0,0,0.0,0,0,4,0,0,0,2,0.0,0,0,235,0,0,64.8,55.6,72.8,56.8,,,57.7,60.0,4,0,0,0,0,20,0,0,0,1,0,4,2,2.0,4.0,,1
